Date,n1,n2
2017-05-14,50000807,50000807
2017-05-14,50545114,50000810
2017-05-14,50545114,50001023
2017-05-14,50545114,50000807
2017-05-14,50545114,50000498
2017-05-14,50545114,50001023
2017-05-14,50545114,50000807
2017-05-14,50545114,50000807
2017-05-14,50000810,50001023
2017-05-14,50000810,50000807
2017-05-14,50000810,50000498
2017-05-14,50000810,50001023
2017-05-14,50000810,50000807
2017-05-14,50000810,50000807
2017-05-14,50001023,50000807
2017-05-14,50001023,50000498
2017-05-14,50001023,50001023
2017-05-14,50001023,50000807
2017-05-14,50001023,50000807
2017-05-14,50000807,50000498
2017-05-14,50000807,50001023
2017-05-14,50000807,50000807
2017-05-14,50000807,50000807
2017-05-14,50000498,50001023
2017-05-14,50000498,50000807
2017-05-14,50000498,50000807
2017-05-14,50001023,50000807
2017-05-14,50001023,50000807
2017-05-14,50000807,50000807
2017-05-14,50001023,50000807
2017-05-14,50001023,50000498
2017-05-14,50001023,50001023
2017-05-14,50001023,50000803
2017-05-14,50001023,50000811
2017-05-14,50001023,50000807
2017-05-14,50001023,50001023
2017-05-14,50001023,50000807
2017-05-14,50001023,50000820
2017-05-14,50001023,50001023
2017-05-14,50001023,50000807
2017-05-14,50001023,50000498
2017-05-14,50000807,50000498
2017-05-14,50000807,50001023
2017-05-14,50000807,50000803
2017-05-14,50000807,50000811
2017-05-14,50000807,50000807
2017-05-14,50000807,50001023
2017-05-14,50000807,50000807
2017-05-14,50000807,50000820
2017-05-14,50000807,50001023
2017-05-14,50000807,50000807
2017-05-14,50000807,50000498
2017-05-14,50000498,50001023
2017-05-14,50000498,50000803
2017-05-14,50000498,50000811
2017-05-14,50000498,50000807
2017-05-14,50000498,50001023
2017-05-14,50000498,50000807
2017-05-14,50000498,50000820
2017-05-14,50000498,50001023
2017-05-14,50000498,50000807
2017-05-14,50000498,50000498
2017-05-14,50001023,50000803
2017-05-14,50001023,50000811
2017-05-14,50001023,50000807
2017-05-14,50001023,50001023
2017-05-14,50001023,50000807
2017-05-14,50001023,50000820
2017-05-14,50001023,50001023
2017-05-14,50001023,50000807
2017-05-14,50001023,50000498
2017-05-14,50000803,50000811
2017-05-14,50000803,50000807
2017-05-14,50000803,50001023
2017-05-14,50000803,50000807
2017-05-14,50000803,50000820
2017-05-14,50000803,50001023
2017-05-14,50000803,50000807
2017-05-14,50000803,50000498
2017-05-14,50000811,50000807
2017-05-14,50000811,50001023
2017-05-14,50000811,50000807
2017-05-14,50000811,50000820
2017-05-14,50000811,50001023
2017-05-14,50000811,50000807
2017-05-14,50000811,50000498
2017-05-14,50000807,50001023
2017-05-14,50000807,50000807
2017-05-14,50000807,50000820
2017-05-14,50000807,50001023
2017-05-14,50000807,50000807
2017-05-14,50000807,50000498
2017-05-14,50001023,50000807
2017-05-14,50001023,50000820
2017-05-14,50001023,50001023
2017-05-14,50001023,50000807
2017-05-14,50001023,50000498
2017-05-14,50000807,50000820
2017-05-14,50000807,50001023
2017-05-14,50000807,50000807
2017-05-14,50000807,50000498
2017-05-14,50000820,50001023
2017-05-14,50000820,50000807
2017-05-14,50000820,50000498
2017-05-14,50001023,50000807
2017-05-14,50001023,50000498
2017-05-14,50000807,50000498
2017-05-14,50000807,50000807
2017-05-14,50000807,50000820
2017-05-14,50000807,50001023
2017-05-14,50000807,50000807
2017-05-14,50000807,50000807
2017-05-14,50000807,50000820
2017-05-14,50000807,50001023
2017-05-14,50000807,50000807
2017-05-14,50000807,50000807
2017-05-14,50000820,50001023
2017-05-14,50000820,50000807
2017-05-14,50000820,50000807
2017-05-14,50001023,50000807
2017-05-14,50001023,50000807
2017-05-14,50000807,50000807
2016-09-01,50000807,50000498
2016-09-01,50000807,50001023
2016-09-01,50000807,50000498
2016-09-01,50000807,50000807
2016-09-01,50000807,50001023
2016-09-01,50000807,50000807
2016-09-01,50000807,50000498
2016-09-01,50000807,50001023
2016-09-01,50000807,50000807
2016-09-01,50000807,50000807
2016-09-01,50000498,50001023
2016-09-01,50000498,50000498
2016-09-01,50000498,50000807
2016-09-01,50000498,50001023
2016-09-01,50000498,50000807
2016-09-01,50000498,50000498
2016-09-01,50000498,50001023
2016-09-01,50000498,50000807
2016-09-01,50000498,50000807
2016-09-01,50001023,50000498
2016-09-01,50001023,50000807
2016-09-01,50001023,50001023
2016-09-01,50001023,50000807
2016-09-01,50001023,50000498
2016-09-01,50001023,50001023
2016-09-01,50001023,50000807
2016-09-01,50001023,50000807
2016-09-01,50000498,50000807
2016-09-01,50000498,50001023
2016-09-01,50000498,50000807
2016-09-01,50000498,50000498
2016-09-01,50000498,50001023
2016-09-01,50000498,50000807
2016-09-01,50000498,50000807
2016-09-01,50000807,50001023
2016-09-01,50000807,50000807
2016-09-01,50000807,50000498
2016-09-01,50000807,50001023
2016-09-01,50000807,50000807
2016-09-01,50000807,50000807
2016-09-01,50001023,50000807
2016-09-01,50001023,50000498
2016-09-01,50001023,50001023
2016-09-01,50001023,50000807
2016-09-01,50001023,50000807
2016-09-01,50000807,50000498
2016-09-01,50000807,50001023
2016-09-01,50000807,50000807
2016-09-01,50000807,50000807
2016-09-01,50000498,50001023
2016-09-01,50000498,50000807
2016-09-01,50000498,50000807
2016-09-01,50001023,50000807
2016-09-01,50001023,50000807
2016-09-01,50000807,50000807
2016-09-01,50000807,50000498
2016-09-01,50000807,50691597
2016-09-01,50000807,50000498
2016-09-01,50000807,50000517
2016-09-01,50000807,50000807
2016-09-01,50000807,50000867
2016-09-01,50000807,50001023
2016-09-01,50000807,50000925
2016-09-01,50000807,50000807
2016-09-01,50000498,50691597
2016-09-01,50000498,50000498
2016-09-01,50000498,50000517
2016-09-01,50000498,50000807
2016-09-01,50000498,50000867
2016-09-01,50000498,50001023
2016-09-01,50000498,50000925
2016-09-01,50000498,50000807
2016-09-01,50691597,50000498
2016-09-01,50691597,50000517
2016-09-01,50691597,50000807
2016-09-01,50691597,50000867
2016-09-01,50691597,50001023
2016-09-01,50691597,50000925
2016-09-01,50691597,50000807
2016-09-01,50000498,50000517
2016-09-01,50000498,50000807
2016-09-01,50000498,50000867
2016-09-01,50000498,50001023
2016-09-01,50000498,50000925
2016-09-01,50000498,50000807
2016-09-01,50000517,50000807
2016-09-01,50000517,50000867
2016-09-01,50000517,50001023
2016-09-01,50000517,50000925
2016-09-01,50000517,50000807
2016-09-01,50000807,50000867
2016-09-01,50000807,50001023
2016-09-01,50000807,50000925
2016-09-01,50000807,50000807
2016-09-01,50000867,50001023
2016-09-01,50000867,50000925
2016-09-01,50000867,50000807
2016-09-01,50001023,50000925
2016-09-01,50001023,50000807
2016-09-01,50000925,50000807
2016-09-01,50001023,50000803
2016-09-01,50001023,50000811
2016-09-01,50001023,50000807
2016-09-01,50001023,50001023
2016-09-01,50001023,50000820
2016-09-01,50001023,50000808
2016-09-01,50001023,50001023
2016-09-01,50001023,50000807
2016-09-01,50001023,50000807
2016-09-01,50001023,50000498
2016-09-01,50001023,50000807
2016-09-01,50000803,50000811
2016-09-01,50000803,50000807
2016-09-01,50000803,50001023
2016-09-01,50000803,50000820
2016-09-01,50000803,50000808
2016-09-01,50000803,50001023
2016-09-01,50000803,50000807
2016-09-01,50000803,50000807
2016-09-01,50000803,50000498
2016-09-01,50000803,50000807
2016-09-01,50000811,50000807
2016-09-01,50000811,50001023
2016-09-01,50000811,50000820
2016-09-01,50000811,50000808
2016-09-01,50000811,50001023
2016-09-01,50000811,50000807
2016-09-01,50000811,50000807
2016-09-01,50000811,50000498
2016-09-01,50000811,50000807
2016-09-01,50000807,50001023
2016-09-01,50000807,50000820
2016-09-01,50000807,50000808
2016-09-01,50000807,50001023
2016-09-01,50000807,50000807
2016-09-01,50000807,50000807
2016-09-01,50000807,50000498
2016-09-01,50000807,50000807
2016-09-01,50001023,50000820
2016-09-01,50001023,50000808
2016-09-01,50001023,50001023
2016-09-01,50001023,50000807
2016-09-01,50001023,50000807
2016-09-01,50001023,50000498
2016-09-01,50001023,50000807
2016-09-01,50000820,50000808
2016-09-01,50000820,50001023
2016-09-01,50000820,50000807
2016-09-01,50000820,50000807
2016-09-01,50000820,50000498
2016-09-01,50000820,50000807
2016-09-01,50000808,50001023
2016-09-01,50000808,50000807
2016-09-01,50000808,50000807
2016-09-01,50000808,50000498
2016-09-01,50000808,50000807
2016-09-01,50001023,50000807
2016-09-01,50001023,50000807
2016-09-01,50001023,50000498
2016-09-01,50001023,50000807
2016-09-01,50000807,50000807
2016-09-01,50000807,50000498
2016-09-01,50000807,50000807
2016-09-01,50000807,50000498
2016-09-01,50000807,50000807
2016-09-01,50000498,50000807
2016-09-01,50000850,50000807
2016-09-01,50000850,50000807
2016-09-01,50000850,50000858
2016-09-01,50000850,50000820
2016-09-01,50000850,50000807
2016-09-01,50000850,50001023
2016-09-01,50000850,50000807
2016-09-01,50000850,50000820
2016-09-01,50000850,50000807
2016-09-01,50000807,50000807
2016-09-01,50000807,50000858
2016-09-01,50000807,50000820
2016-09-01,50000807,50000807
2016-09-01,50000807,50001023
2016-09-01,50000807,50000807
2016-09-01,50000807,50000820
2016-09-01,50000807,50000807
2016-09-01,50000807,50000858
2016-09-01,50000807,50000820
2016-09-01,50000807,50000807
2016-09-01,50000807,50001023
2016-09-01,50000807,50000807
2016-09-01,50000807,50000820
2016-09-01,50000807,50000807
2016-09-01,50000858,50000820
2016-09-01,50000858,50000807
2016-09-01,50000858,50001023
2016-09-01,50000858,50000807
2016-09-01,50000858,50000820
2016-09-01,50000858,50000807
2016-09-01,50000820,50000807
2016-09-01,50000820,50001023
2016-09-01,50000820,50000807
2016-09-01,50000820,50000820
2016-09-01,50000820,50000807
2016-09-01,50000807,50001023
2016-09-01,50000807,50000807
2016-09-01,50000807,50000820
2016-09-01,50000807,50000807
2016-09-01,50001023,50000807
2016-09-01,50001023,50000820
2016-09-01,50001023,50000807
2016-09-01,50000807,50000820
2016-09-01,50000807,50000807
2016-09-01,50000820,50000807
